orderid,customerid,marketplaceid,orderno,unitsperorder,nooflineitems,date,ordertotal,shippingcost,carrier,shipmentweight
10220,2433,1,QQs-7216,2,2,4/8/2022,56.15,8.45,Stamps.com,51
10221,2203,1,QQs-7217,3,2,4/9/2022,190.67,12.47,Stamps.com,143
10222,103,1,QQs-7218,2,1,4/9/2022,55.18,8.45,Stamps.com,42
10223,87,1,QQs-7219,2,2,4/9/2022,38.98,8.45,Stamps.com,31
10224,2348,1,QQs-7220,10,1,4/9/2022,293.86,8.86,FedEx,256
10225,418,1,QQs-7221,1,1,4/9/2022,67.19,10,FedEx,80
10226,2434,1,QQs-7222,1,1,4/9/2022,7.49,3.48,Stamps.com,4
10227,2348,1,QQs-7223,10,1,4/9/2022,293.86,8.86,FedEx,256
10228,2110,1,QQs-7224,8,5,4/9/2022,197.92,8.86,FedEx,192
10229,2435,1,QQs-7225,1,1,4/9/2022,14.39,4.34,Stamps.com,10
10230,1846,1,QQs-7226,7,4,4/10/2022,192.24,60.2,Stamps.com,92
10231,2123,1,QQs-7227,3,3,4/10/2022,40.87,5.49,Stamps.com,14
10232,241,1,QQs-7228,1,1,4/10/2022,20.49,4.39,Stamps.com,12
10233,2436,1,QQs-7229,1,1,4/10/2022,32.19,8.45,Stamps.com,35
10234,2210,1,QQs-7230,1,1,4/10/2022,23.94,5.49,Stamps.com,15
10235,273,1,QQs-7231,2,2,4/10/2022,47.38,8.45,Stamps.com,40
10236,2223,1,QQs-7232,2,1,4/10/2022,42.38,8.45,Stamps.com,30
10237,1585,1,QQs-7233,2,1,4/11/2022,49.48,10,FedEx,32
10238,2295,1,QQs-7234,3,1,4/11/2022,42.33,8.02,Stamps.com,22
10239,2437,1,QQs-7235,3,1,4/11/2022,66.12,8.34,Stamps.com,54
10240,1629,1,QQs-7237,1,1,4/11/2022,56.89,10,FedEx,80
10241,411,1,QQs-7238,3,2,4/11/2022,77.34,8.34,Stamps.com,56
10242,467,1,QQs-7239,35,2,4/11/2022,633.75,17.9,UPS,520
10243,2317,1,QQs-7240,1,1,4/11/2022,68.09,10,FedEx,90
10244,2402,1,QQs-7241,3,3,4/12/2022,147.37,10,FedEx,64
10245,2438,1,QQs-7242,1,1,4/12/2022,61.09,7.95,FedEx,31
10246,298,1,QQs-7243,1,1,4/12/2022,34.09,8.45,Stamps.com,24
10247,1361,1,QQs-7244,3,3,4/12/2022,57.58,8.38,Stamps.com,72.7
10248,2383,1,QQs-7245,8,1,4/12/2022,396.72,39.71,FedEx,212
10249,2439,1,QQs-7246,1,1,4/12/2022,7.59,3.86,Stamps.com,4
10250,2343,1,QQs-7247,2,2,4/12/2022,63.09,14.25,Stamps.com,85
10251,1896,1,QQs-7248,1,1,4/12/2022,16.11,3.76,Stamps.com,8
10252,2290,1,QQs-7249,2,1,4/12/2022,129.98,11.04,FedEx,160
10253,2040,1,QQs-7250,1,1,4/12/2022,21.19,8.45,Stamps.com,20
10254,219,1,QQs-7251,1,1,4/12/2022,21.99,6.28,Stamps.com,15
10255,635,1,QQs-7252,9,3,4/12/2022,321.3,8.86,FedEx,352
10256,2440,1,QQs-7253,4,2,4/12/2022,103.76,10,FedEx,80
10257,936,1,QQs-7254,3,2,4/12/2022,207.47,14.81,FedEx,272
10258,338,1,QQs-7255,7,3,4/12/2022,174.78,10,FedEx,144
10259,2441,1,QQs-7256,6,3,4/12/2022,312.04,8.86,FedEx,310
10260,1872,1,QQs-7257,2,2,4/12/2022,64.48,8.45,Stamps.com,36
10261,2278,1,QQs-7258,1,1,4/13/2022,56.99,10,FedEx,53
10262,2442,1,QQs-7259,1,1,4/13/2022,24.59,7.75,Stamps.com,20
10263,742,1,QQs-7260,1,1,4/13/2022,59.89,10,FedEx,69
10264,2443,1,QQs-7261,1,1,4/13/2022,74.79,8.24,Stamps.com,46
10265,2444,1,QQs-7262,1,1,4/13/2022,46.29,10,FedEx,15.9
10266,2430,1,QQs-7263,1,1,4/13/2022,9.99,3.87,Stamps.com,6
10267,2445,1,QQs-7264,1,1,4/14/2022,163.43,52.68,Stamps.com,96
10268,2441,1,QQs-7265,3,1,4/14/2022,191.64,8.86,FedEx,208
10269,1571,1,QQs-7266,3,3,4/14/2022,137.37,10.93,UPS,96
10270,2361,1,QQs-7267,1,1,4/14/2022,7.59,3.86,Stamps.com,3.5
10271,2172,1,QQs-7268,2,1,4/14/2022,36.68,7.95,FedEx,8
10272,2231,1,QQs-7269,1,1,4/14/2022,51.09,10,FedEx,32
10273,2438,1,QQs-7270,2,2,4/15/2022,99.18,8.84,Stamps.com,62
10274,1849,1,QQs-7271,1,1,4/15/2022,105.19,10,FedEx,90
10275,308,1,QQs-7272,10,1,4/15/2022,317.9,23.21,UPS,250
10276,2446,1,QQs-7273,7,4,4/15/2022,138.84,8.56,Stamps.com,88
10277,2295,1,QQs-7274,3,1,4/15/2022,207.87,9.18,Stamps.com,128
10278,2447,1,QQs-7275,2,2,4/15/2022,60.18,8.45,Stamps.com,27
10279,2448,1,QQs-7276,1,1,4/15/2022,18.39,3.86,Stamps.com,4
10280,2150,1,QQs-7277,1,1,4/15/2022,220.57,9.04,Stamps.com,112
10281,2284,1,QQs-7278,2,1,4/15/2022,132.16,8.56,Stamps.com,96
10282,143,1,QQs-7279,15,1,4/16/2022,394.73,8.86,FedEx,352
10283,2427,1,QQs-7280,1,1,4/16/2022,25.79,8.45,Stamps.com,28
10284,1291,1,QQs-7281,1,1,4/16/2022,55.19,10,FedEx,41
10285,1865,1,QQs-7282,1,1,4/16/2022,62.34,0.53,Stamps.com,1
10286,1065,1,QQs-7283,5,1,4/16/2022,241.25,8.86,FedEx,230
10287,2346,1,QQs-7284,3,3,4/16/2022,68.97,8.45,Stamps.com,39
10288,211,1,QQs-7285,1,1,4/16/2022,16.99,3.81,Stamps.com,7.5
10289,2449,1,QQs-7286,10,1,4/17/2022,229.9,11.82,FedEx,180
10290,2258,1,QQs-7287,9,9,4/17/2022,189.91,8.86,FedEx,174
10291,1422,1,QQs-7288,3,2,4/17/2022,52.77,8.45,Stamps.com,43.8
10292,1184,1,QQs-7289,1,1,4/18/2022,53.49,7.95,FedEx,31
10293,2338,1,QQs-7290,2,1,4/18/2022,64.38,10,FedEx,74
10294,2450,1,QQs-7291,2,2,4/18/2022,52.88,8.45,Stamps.com,52
10295,2438,1,QQs-7292,1,1,4/18/2022,55.39,8.45,Stamps.com,43
10296,993,1,QQs-7293,3,3,4/18/2022,145.77,10,FedEx,160
10297,2369,1,QQs-7294,1,1,4/18/2022,125.89,10,FedEx,121
10298,2272,1,QQs-7295,1,1,4/18/2022,53,8.45,Stamps.com,41
10299,2451,1,QQs-7296,1,1,4/18/2022,151.5,14.25,Stamps.com,91
10300,366,1,QQs-7297,6,1,4/18/2022,100.8,8.38,Stamps.com,72
10301,2288,1,QQs-7298,2,1,4/18/2022,108.58,10,FedEx,128
10302,199,1,QQs-7300,2,2,4/18/2022,98.78,10,FedEx,62
10303,1008,1,QQs-7301,3,1,4/19/2022,127.35,10,FedEx,96
10304,284,1,QQs-7302,1,1,4/19/2022,53.49,7.95,FedEx,31
10305,2374,1,QQs-7303,7,6,4/19/2022,83.03,8.45,Stamps.com,49
10306,1533,1,QQs-7304,2,2,4/19/2022,47.79,8.98,Stamps.com,47
10307,2254,1,QQs-7305,5,2,4/19/2022,319.55,8.86,FedEx,272
10308,386,1,QQs-7306,3,1,4/19/2022,55.49,8.02,Stamps.com,23.7
10309,2441,1,QQs-7307,1,1,4/19/2022,59.89,8.38,Stamps.com,69
10310,621,1,QQs-7308,2,2,4/19/2022,15.08,3.76,Stamps.com,6.5
10311,2360,1,QQs-7309,7,2,4/19/2022,238.33,9.04,FedEx,336
10312,2452,1,QQs-7310,1,1,4/20/2022,38.69,8.58,Stamps.com,53
10313,399,1,QQs-7311,20,2,4/20/2022,291,19.2,Stamps.com,240
10314,1842,1,QQs-7312,15,4,4/20/2022,448.98,30.47,UPS,528
10315,2127,1,QQs-7313,1,1,4/20/2022,20.67,4.34,Stamps.com,11
10316,1482,1,QQs-7314,1,1,4/20/2022,12.89,3.87,Stamps.com,7.9
10317,2453,1,QQs-7315,1,1,4/20/2022,28.99,7.37,Stamps.com,16
10318,564,1,QQs-7316,2,1,4/20/2022,186.58,8.86,FedEx,172
10319,1125,1,QQs-7317,2,1,4/20/2022,162.85,8.56,Stamps.com,96
10320,2166,1,QQs-7318,7,5,4/20/2022,367.61,8.86,FedEx,288
10321,335,1,QQs-7319,3,3,4/20/2022,168.59,11.82,FedEx,192
10322,2454,1,QQs-7320,1,1,4/20/2022,62.29,8.45,Stamps.com,43
10323,2455,1,QQs-7321,1,1,4/21/2022,332.29,13.96,FedEx,480
10324,2082,1,QQs-7322,40,1,4/21/2022,613.2,11.9,FedEx,560
10325,640,1,QQs-7323,1,1,4/21/2022,141.5,13.54,Stamps.com,128
10326,113,1,QQs-7324,1,1,4/21/2022,84.49,10,FedEx,93
10327,2235,1,QQs-7325,2,2,4/21/2022,100.18,10,FedEx,73
10328,2276,1,QQs-7326,3,1,4/21/2022,164.97,12.68,UPS,198
10329,1162,1,QQs-7327,1,1,4/21/2022,86.59,8.45,Stamps.com,73
10330,2456,1,QQs-7328,3,1,4/21/2022,130.47,10,FedEx,84
10331,1027,1,QQs-7329,1,1,4/21/2022,10.39,3.88,Stamps.com,6
10332,2300,1,QQs-7330,1,1,4/21/2022,65.97,7.95,FedEx,31
10333,436,1,QQs-7331,2,2,4/22/2022,108.48,10,FedEx,128
10334,798,1,QQs-7332,4,1,4/22/2022,125.16,8.87,FedEx,138.7
10335,685,1,QQs-7333,15,15,4/22/2022,291.09,19.2,Stamps.com,233.8
10336,2457,1,QQs-7334,1,1,4/22/2022,63.39,10,FedEx,58
10337,1773,1,QQs-7335,3,1,4/22/2022,231.67,19.2,Stamps.com,160
10338,364,1,QQs-7336,1,1,4/22/2022,74.79,9.93,Stamps.com,46
10339,327,1,QQs-7337,1,1,4/23/2022,503.5,21.08,FedEx,432
10340,1849,1,QQs-7338,3,2,4/23/2022,259.97,8.86,FedEx,208
10341,1815,1,QQs-7339,3,1,4/23/2022,25.47,6.11,Stamps.com,14
10342,2458,1,QQs-7340,1,1,4/23/2022,7.59,3.58,Stamps.com,4
10343,2459,1,QQs-7341,2,1,4/24/2022,16.49,3.76,Stamps.com,7
10344,2421,1,QQs-7342,2,2,4/24/2022,19.98,3.88,Stamps.com,8
10345,957,1,QQs-7343,1,1,4/24/2022,60.19,10,FedEx,37
10346,2056,1,QQs-7344,2,2,4/24/2022,59.41,20.84,Stamps.com,28
10347,1960,1,QQs-7345,1,1,4/24/2022,27.04,8.02,Stamps.com,22
10348,2460,1,QQs-7346,1,1,4/24/2022,74.99,10,FedEx,92
10349,759,1,QQs-7347,3,3,4/24/2022,62.97,10,FedEx,48
10350,2461,1,QQs-7348,3,3,4/24/2022,48.17,8.45,Stamps.com,32
10351,2463,1,QQs-7349,10,1,4/24/2022,229.9,11.82,FedEx,184
10352,2462,1,QQs-7350,17,4,4/24/2022,231.03,9.78,FedEx,224
10353,358,1,QQs-7351,4,4,4/25/2022,67.97,8.45,Stamps.com,61
10354,2276,1,QQs-7352,1,1,4/25/2022,64.99,10,FedEx,80
10355,2357,1,QQs-7353,10,1,4/25/2022,110.9,10,FedEx,48
10356,559,1,QQs-7354,3,2,4/25/2022,28.57,5.57,Stamps.com,15
10357,2358,1,QQs-7355,3,2,4/25/2022,223.57,9.29,FedEx,144
10358,1356,1,QQs-7356,4,1,4/25/2022,77.56,10,FedEx,64
10359,2258,1,QQs-7357,5,5,4/25/2022,160.95,8.86,FedEx,176
10360,2118,1,QQs-7358,6,3,4/25/2022,119.94,10,FedEx,112
10361,1849,1,QQs-7359,5,1,4/25/2022,525.95,13.43,FedEx,464
10362,1045,1,QQs-7360,2,2,4/25/2022,85.69,10,FedEx,72
10363,298,1,QQs-7361,1,1,4/25/2022,23.99,7.75,Stamps.com,22
10364,2464,1,QQs-7362,5,5,4/25/2022,168.65,14.25,Stamps.com,167
10365,2465,1,QQs-7363,6,6,4/26/2022,127.14,10,FedEx,106
10366,2288,1,QQs-7364,1,1,4/26/2022,60.69,8.24,Stamps.com,48
10367,2466,1,QQs-7365,1,1,4/26/2022,45.79,8.02,Stamps.com,32
10368,58,1,QQs-7366,3,3,4/26/2022,48.97,8.45,Stamps.com,33
10369,2372,1,QQs-7367,3,2,4/26/2022,221.37,14.85,UPS,160
10370,926,1,QQs-7368,2,2,4/26/2022,131.09,9.04,Stamps.com,112
10371,2346,1,QQs-7369,4,4,4/26/2022,262.36,11.82,FedEx,192
10372,584,1,QQs-7370,2,2,4/26/2022,31.11,5.49,Stamps.com,13.5
10373,2467,1,QQs-7371,10,10,4/26/2022,257.5,10.32,FedEx,228
10374,590,1,QQs-7372,3,2,4/26/2022,843.25,15.375,Stamps.com,111
10375,2459,1,QQs-7373,2,1,4/26/2022,22.57,4.34,Stamps.com,12
10376,2468,1,QQs-7374,7,4,4/27/2022,138.53,10,FedEx,96
10377,1902,1,QQs-7375,3,3,4/27/2022,103.87,12.71,Stamps.com,70
10378,1561,1,QQs-7376,1,1,4/27/2022,272.09,11.93,UPS,576
10379,1283,1,QQs-7377,10,1,4/27/2022,490.9,17.05,FedEx,416
10380,1907,1,QQs-7378,2,1,4/27/2022,41.58,8.45,Stamps.com,24
10381,1397,1,QQs-7379,30,1,4/27/2022,2934.6,80.19,FedEx,2592
10382,2469,1,QQs-7380,25,1,4/27/2022,189.75,8.45,Stamps.com,87.5
10383,2316,1,QQs-7381,2,2,4/27/2022,24.98,6.28,Stamps.com,15
10384,2184,1,QQs-7382,1,1,4/27/2022,63.39,10,FedEx,58
10385,995,1,QQs-7384,12,7,4/27/2022,713.69,18.14,FedEx,512
10386,2391,1,QQs-7385,1,1,4/27/2022,62.69,10,FedEx,72
10387,1937,1,QQs-7386,2,2,4/27/2022,38.1,8.02,Stamps.com,19
10388,2470,1,QQs-7387,1,1,4/27/2022,23.92,14.04,Stamps.com,4
10389,2471,1,QQs-7388,1,1,4/27/2022,6.99,3.58,Stamps.com,2
10390,1872,1,QQs-7389,2,1,4/27/2022,59.48,8.45,Stamps.com,46
10391,1277,1,QQs-7390,1,1,4/27/2022,74.79,10,FedEx,48
10392,809,1,QQs-7391,1,1,4/27/2022,104.53,8.45,Stamps.com,80
10393,298,1,QQs-7392,2,2,4/28/2022,28.58,8.45,Stamps.com,19.9
10394,1533,1,QQs-7393,1,1,4/28/2022,51.09,8.49,Stamps.com,32
10395,2472,1,QQs-7394,6,6,4/28/2022,87.94,10,FedEx,42
10396,2473,1,QQs-7395,1,1,4/28/2022,111.29,40.52,FedEx,24
10397,1806,1,QQs-7396,2,1,4/28/2022,47.98,10,FedEx,48
10398,1933,1,QQs-7397,3,1,4/29/2022,172.17,13.99,UPS,168
10399,1308,1,QQs-7398,19,3,4/29/2022,572.33,28.72,FedEx,496
10400,1924,1,QQs-7399,6,1,4/29/2022,182.34,8.86,FedEx,176
10401,1525,1,QQs-7400,3,1,4/29/2022,219.57,9.41,FedEx,154
10402,477,1,QQs-7401,3,1,4/29/2022,98.97,10,FedEx,88
10403,2219,1,QQs-7402,3,1,4/29/2022,116.07,9.18,Stamps.com,128
10404,343,1,QQs-7403,3,1,4/29/2022,224.37,14.15,UPS,138
10405,838,1,QQs-7404,1,1,4/29/2022,49.29,8.24,Stamps.com,46
10406,2474,1,QQs-7405,1,1,4/29/2022,22.99,5.96,Stamps.com,13
10407,2475,1,QQs-7406,1,1,4/29/2022,241.89,22.09,FedEx,448
10408,1379,1,QQs-7407,5,5,4/29/2022,115.41,8.56,Stamps.com,84
10409,2187,1,QQs-7408,2,1,4/30/2022,91.58,10,FedEx,82
10410,1551,1,QQs-7409,1,1,4/30/2022,308.99,13.96,FedEx,480
10411,1551,1,QQs-7410,1,1,4/30/2022,231.09,13.43,FedEx,448
10412,2476,1,QQs-7411,1,1,4/30/2022,53.49,7.75,Stamps.com,25
10413,2117,1,QQs-7412,4,3,4/30/2022,214.55,10.29,Stamps.com,160
10414,2214,1,QQs-7413,4,3,4/30/2022,79.36,10.95,FedEx,74
10415,2118,1,QQs-7414,12,3,4/30/2022,239.88,19.2,Stamps.com,208
10416,2477,1,QQs-7415,1,1,4/30/2022,60.69,10.95,FedEx,48
10417,2478,1,QQs-7416,3,1,4/30/2022,29.97,4.83,Stamps.com,12
10418,2479,1,QQs-7417,1,1,5/1/2022,80.99,10.95,FedEx,48
10419,2167,1,QQs-7418,2,2,5/1/2022,35.98,3.42,Stamps.com,4
10420,750,1,QQs-7419,1,1,5/1/2022,71.29,9.25,Stamps.com,88
10421,1803,1,QQs-7420,1,1,5/1/2022,11.99,3.48,Stamps.com,4
10422,2480,1,QQs-7421,2,2,5/2/2022,47.98,8.45,Stamps.com,40
10423,981,1,QQs-7422,4,1,5/2/2022,119.72,10.37,FedEx,144
10424,1585,1,QQs-7423,1,1,5/2/2022,133.69,10.25,Stamps.com,89
10425,262,1,QQs-7424,3,1,5/2/2022,169.32,9.29,FedEx,144
10426,2288,1,QQs-7425,3,1,5/2/2022,40.17,7.75,Stamps.com,24
10427,2034,1,QQs-7426,1,1,5/2/2022,86.89,10.95,FedEx,58
10428,2280,1,QQs-7427,3,1,5/2/2022,230.97,10.95,FedEx,144
10429,1393,1,QQs-7428,7,6,5/2/2022,374.43,10.95,FedEx,192
10430,2481,1,QQs-7429,3,1,5/2/2022,28.17,4.98,Stamps.com,12
10431,765,1,QQs-7430,1,1,5/2/2022,73.88,10.95,FedEx,52
10432,857,1,QQs-7431,2,2,5/3/2022,615.95,15.37,UPS,272
10433,2307,1,QQs-7432,1,1,5/3/2022,72.19,8.34,Stamps.com,53
10434,1571,1,QQs-7433,9,7,5/3/2022,383.28,8.86,FedEx,272
10435,558,1,QQs-7434,3,2,5/3/2022,31.17,7.75,Stamps.com,18
10436,629,1,QQs-7435,3,2,5/3/2022,59.38,10.95,FedEx,68
10437,1903,1,QQs-7436,1,1,5/3/2022,52.73,10.95,FedEx,27
10438,1881,1,QQs-7437,1,1,5/3/2022,90,16.5,FedEx,80
10439,1850,1,QQs-7438,2,1,5/3/2022,110,10.95,FedEx,62
10440,1858,1,QQs-7439,3,1,5/4/2022,52.77,8.45,Stamps.com,30
10441,2110,1,QQs-7440,3,2,5/4/2022,57.37,8.45,Stamps.com,48
10442,2482,1,QQs-7441,63,5,5/4/2022,2471.67,96.59,UPS,2592
10443,1561,1,QQs-7442,7,4,5/4/2022,450.43,11.62,UPS,448
10444,736,1,QQs-7443,17,1,5/4/2022,858.33,36.21,FedEx,1184
10445,99,1,QQs-7444,2,1,5/4/2022,114.95,8.56,Stamps.com,94
10446,276,1,QQs-7446,50,2,5/4/2022,311.25,15.76,Stamps.com,220
10447,746,1,QQs-7447,6,2,5/5/2022,129.12,10.37,FedEx,136
10448,2084,1,QQs-7448,1,1,5/5/2022,58.89,8.45,Stamps.com,30
10449,2483,1,QQs-7449,1,1,5/5/2022,20.99,5.72,Stamps.com,13
10450,2136,1,QQs-7450,2,1,5/5/2022,99.18,8.45,Stamps.com,52
10451,23,1,QQs-7451,2,2,5/5/2022,116.38,9.18,Stamps.com,120
10452,2203,1,QQs-7452,6,2,5/5/2022,408.94,12.47,FedEx,416
10453,1906,1,QQs-7453,15,2,5/5/2022,260.05,10.39,FedEx,176
10454,1533,1,QQs-7454,1,1,5/5/2022,49.29,8.45,Stamps.com,44
10455,1139,1,QQs-7455,44,6,5/6/2022,866.8,17.96,FedEx,736
10456,2138,1,QQs-7456,1,1,5/6/2022,67.59,10.95,FedEx,94
10457,504,1,QQs-7457,5,1,5/6/2022,248.7,10.95,FedEx,155
10458,504,1,QQs-7458,20,1,5/6/2022,141,10.95,FedEx,80
10459,71,1,QQs-7459,3,2,5/7/2022,59.87,9.93,Stamps.com,48
10460,1970,1,QQs-7460,2,2,5/7/2022,49.99,10.95,FedEx,62
10461,2484,1,QQs-7461,1,1,5/7/2022,21.79,5.57,Stamps.com,15
10462,88,1,QQs-7462,1,1,5/8/2022,21.99,5.72,Stamps.com,15
10463,2224,1,QQs-7463,7,7,5/8/2022,300.02,8.86,FedEx,212
10464,2485,1,QQs-7464,2,2,5/8/2022,127.18,9.76,FedEx,80
10465,1777,1,QQs-7465,1,1,5/8/2022,26.99,8.3,Stamps.com,31
10466,5,1,QQs-7466,1,1,5/8/2022,60.69,8.98,Stamps.com,48
10467,886,1,QQs-7467,2,2,5/9/2022,138.68,9.18,Stamps.com,122
10468,1057,1,QQs-7468,1,1,5/9/2022,23.59,7.75,Stamps.com,21
10469,1324,1,QQs-7469,1,1,5/9/2022,60.69,10.95,FedEx,49
10470,2383,1,QQs-7470,9,1,5/9/2022,446.31,10.95,FedEx,240
10471,664,1,QQs-7471,2,1,5/9/2022,91.58,8.34,Stamps.com,64
10472,1045,1,QQs-7472,1,1,5/9/2022,345.99,12.47,FedEx,416
10473,2343,1,QQs-7473,1,1,5/9/2022,68.09,11.55,Stamps.com,85
10474,2357,1,QQs-7474,3,2,5/9/2022,132.58,9.76,FedEx,78
10475,2146,1,QQs-7475,1,1,5/10/2022,59.39,7.75,Stamps.com,29
10476,1089,1,QQs-7476,10,1,5/10/2022,504.9,28.28,FedEx,720
10477,2293,1,QQs-7477,6,3,5/10/2022,473.84,19.2,Stamps.com,192
10478,1452,1,QQs-7478,2,1,5/10/2022,118.78,9.93,Stamps.com,48
10479,90,1,QQs-7479,1,1,5/10/2022,20.79,5.72,Stamps.com,15
10480,1172,1,QQs-7480,7,1,5/10/2022,135.73,10.95,FedEx,124
10481,1561,1,QQs-7481,4,2,5/10/2022,208.16,11,UPS,132
10482,2486,1,QQs-7482,3,1,5/10/2022,35.07,7.37,Stamps.com,6
10483,1525,1,QQs-7483,2,2,5/10/2022,92.88,10.95,FedEx,55.5
10484,2488,1,QQs-7484,1,1,5/11/2022,7.59,3.72,Stamps.com,4
10485,2487,1,QQs-7485,5,4,5/11/2022,77.35,8.45,Stamps.com,50
10486,846,1,QQs-7486,5,1,5/11/2022,342.95,8.86,FedEx,218
10487,150,1,QQs-7487,3,2,5/11/2022,111.77,13.54,Stamps.com,91
10488,2172,1,QQs-7488,1,1,5/11/2022,64.99,7.75,Stamps.com,31
10489,2136,1,QQs-7489,1,1,5/11/2022,52.79,7.75,Stamps.com,41
10490,139,1,QQs-7490,8,2,5/11/2022,184.12,9.68,FedEx,128
10491,1478,1,QQs-7491,18,6,5/11/2022,241.02,10.95,FedEx,176
10492,273,1,QQs-7492,11,3,5/11/2022,253.89,8.88,Stamps.com,272
10493,1173,1,QQs-7493,2,2,5/11/2022,120,8.86,FedEx,87
10494,2262,1,QQs-7494,1,1,5/11/2022,50.69,7.75,Stamps.com,26
10495,2183,1,QQs-7495,11,11,5/11/2022,120.29,10.95,FedEx,70
10496,340,1,QQs-7496,1,1,5/12/2022,113.19,8.86,FedEx,96
10497,1410,1,QQs-7497,7,2,5/12/2022,843.21,18.21,FedEx,704
10498,2295,1,QQs-7498,3,1,5/12/2022,39.37,8.02,Stamps.com,21
10499,2489,1,QQs-7499,2,1,5/12/2022,15.18,3.87,Stamps.com,8
10500,2490,1,QQs-7500,1,1,5/12/2022,76.03,8.6,Stamps.com,41
10501,1533,1,QQs-7501,1,1,5/12/2022,52.79,8.98,Stamps.com,47
10502,2491,1,QQs-7502,1,1,5/12/2022,38.69,8.45,Stamps.com,44
10503,1571,1,QQs-7503,5,4,5/12/2022,228.95,8.86,FedEx,160
10504,2492,1,QQs-7504,2,2,5/12/2022,18.38,4.15,Stamps.com,8
10505,2431,1,QQs-7505,2,1,5/13/2022,49.58,8.45,Stamps.com,42
10506,2493,1,QQs-7506,1,1,5/13/2022,23.99,7.75,Stamps.com,19
10507,587,1,QQs-7507,2,2,5/13/2022,198.3,8.56,Stamps.com,96
10508,1598,1,QQs-7508,10,2,5/13/2022,269.9,14.02,UPS,256
10509,742,1,QQs-7509,1,1,5/13/2022,59.89,10.95,FedEx,69
10510,584,1,QQs-7510,1,1,5/13/2022,27.1,5.49,Stamps.com,13
10511,669,1,QQs-7511,3,1,5/13/2022,169.32,8.87,FedEx,144
10512,1566,1,QQs-7512,1,1,5/14/2022,29.89,8.45,Stamps.com,32
10513,2494,1,QQs-7513,1,1,5/14/2022,59.39,7.75,Stamps.com,29
10514,90,1,QQs-7514,3,3,5/14/2022,36.58,8.45,Stamps.com,30
10515,2197,1,QQs-7515,12,7,5/15/2022,237.28,8.86,FedEx,186
10516,2479,1,QQs-7516,2,1,5/15/2022,138.98,8.86,FedEx,92
10517,2029,1,QQs-7517,1,1,5/15/2022,86.59,10.95,FedEx,41
10518,2170,1,QQs-7518,1,1,5/15/2022,68.47,8.2,Stamps.com,32
10519,2495,1,QQs-7519,2,2,5/15/2022,23.9,7.75,Stamps.com,26
10520,2,1,QQs-7520,3,1,5/15/2022,36.24,7.75,Stamps.com,18
10521,2449,1,QQs-7521,6,1,5/15/2022,137.94,10.95,FedEx,112
10522,2496,1,QQs-7522,2,1,5/16/2022,56.98,8.45,Stamps.com,56
10523,1121,1,QQs-7523,9,5,5/16/2022,397.98,12.55,UPS,368
10524,139,1,QQs-7524,1,1,5/16/2022,50.69,10.95,FedEx,36
10525,2497,1,QQs-7525,2,1,5/16/2022,233.28,10.95,FedEx,144
10526,2338,1,QQs-7526,2,1,5/16/2022,64.38,10.95,FedEx,74
10527,47,1,QQs-7527,8,2,5/16/2022,84.55,10.95,FedEx,60
10528,2498,1,QQs-7528,2,1,5/16/2022,23.9,7.75,Stamps.com,26
10529,2499,1,QQs-7530,1,1,5/16/2022,9.39,3.72,Stamps.com,4
10530,2501,1,QQs-7531,1,1,5/16/2022,7.59,3.99,Stamps.com,5
10531,2500,1,QQs-7532,1,1,5/16/2022,24.83,5.53,Stamps.com,15
10532,2365,1,QQs-7533,4,1,5/16/2022,45.56,8.45,Stamps.com,30.7
10533,2079,1,QQs-7534,2,2,5/16/2022,51.58,8.45,Stamps.com,48
10534,1960,1,QQs-7535,1,1,5/16/2022,17.05,3.76,Stamps.com,7
10535,1,1,QQs-7536,2,1,5/16/2022,31.98,8.45,Stamps.com,24
10536,2502,1,QQs-7537,1,1,5/16/2022,26.99,8.45,Stamps.com,29
10537,608,1,QQs-7538,8,6,5/16/2022,149.1,10.4,FedEx,122
10538,1976,1,QQs-7539,2,2,5/16/2022,61.28,8.45,Stamps.com,32
10539,1462,1,QQs-7540,1,1,5/16/2022,26.99,8.45,Stamps.com,27
10540,2422,1,QQs-7541,2,1,5/17/2022,109.98,8.86,FedEx,124
10541,2503,1,QQs-7542,3,2,5/17/2022,93.67,8.45,Stamps.com,45
10542,2504,1,QQs-7543,2,1,5/17/2022,131.58,9.41,FedEx,158
10543,2505,1,QQs-7544,5,5,5/17/2022,140.95,10.95,FedEx,128
10544,1571,1,QQs-7545,4,3,5/17/2022,224.66,8.86,FedEx,182
10545,870,1,QQs-7546,2,2,5/17/2022,116.18,8.86,FedEx,92
10546,2506,1,QQs-7547,3,1,5/17/2022,64.27,10.95,FedEx,36
10547,2193,1,QQs-7548,4,1,5/17/2022,242.76,8.86,FedEx,200
10548,2507,1,QQs-7549,1,1,5/17/2022,45.99,8.45,Stamps.com,42
10549,2073,1,QQs-7550,2,1,5/17/2022,121.38,9.97,FedEx,104
10550,382,1,QQs-7551,4,4,5/17/2022,238.91,8.96,FedEx,192
10551,2508,1,QQs-7553,5,1,5/18/2022,50.95,10.95,FedEx,48
10552,588,1,QQs-7554,6,6,5/18/2022,58.9,8.45,Stamps.com,60
10553,1903,1,QQs-7555,7,2,5/18/2022,279.96,13.87,UPS,224
10554,2509,1,QQs-7556,1,1,5/18/2022,20.59,5.57,Stamps.com,14
